Nmarché;SIRETMandataire;LibelleEntiteMandataire;SIRETAcheteur;LibelleAcheteur;Nature;Objet;CodeCPV;Type ;Procedure;CodePostalCommuneExecution;NomCommuneExecution;CodeINSEEExecution;GranulariteINSEEExecution;MillesimeMandatement;DateNotification;Montant mandate TTC;Montant mandate HT;Montant attribue TTC;Montant attribue HT;Date de cloture;Duree;SIRETContractant;DenominationSociale;Role;CodePostal;Dpt ID ;Département;Commune;Taille;Taille des entreprises par categorie officielle;Code NAF;Libelle NAF;Libelle SBA;Libelle CCI;geolocalisation
13273;;Rennes Métropole;;;;Réseau STAR - Ligne a du métro automatique Travaux d'aménagement de la zone de maintenance des compresseurs du Métro au Garage atelier du Métro de Rennes à Chantepie;;Travaux;;;;;;2014;2014-08-01;;;;24596;;;;BOUYGUES ENERGIES & SERVICES;;78063;78;Hors Bretagne;;;Non disponible;;;;;
14168;;Rennes Métropole;;;;Travaux d'aménagement d'un second dépôt de bus pour le réseau STAR à Saint-Jacques-de-la-Lande - Lot n°4 : charpente métallique;;Travaux;;;;;;2014;2014-08-09;;;;152098;;;;O.M.S;;35770;35;Ille-et-Vilaine;;;Non disponible;;;;;48.0528724341, -1.60539250036
14012;;Rennes Métropole;;;;Fourniture et installation de portiques de lavage au défilé;;Fournitures;;;;;;2014;2014-03-02;;;;488575;;;;LAVANCE;;26320;26;Hors Bretagne;;;Non disponible;;;;;44.972353462, 4.95110624516
13306;;Rennes Métropole;;;;"Mise à disposition, à la coproduction et à la cession des droits d'exploitation de l'installation de l'exposition ""Soyez les bienvenus""";;Services;;;;;;2014;2014-10-01;;;;53640;;;;ASSOCIATION ART POINT M;;59000;59;Hors Bretagne;;;Non disponible;;;;;50.6319195692, 3.04708687186
14069;;Rennes Métropole;;;;"Convention de partenariat entre le Théâtre National de Bretagne et la Communauté d'agglomération de Rennes Métropole dans le cadre du forum de Rennes 2014 ""2030 - 40 débats pour préparer demain""";;Services;;;;;;2014;2014-04-24;;;;66279;;;;THEÂTRE NATIONAL DE BRETAGNE;;35000;35;Ille-et-Vilaine;;;Non disponible;;;;;48.1116364246, -1.6816378334
14070;;Rennes Métropole;;;;Mise à disposition en temps réel des données trafic issues de la localisation GNSS des véhicules circulant sur les axes structurants de l'agglomération rennaise;;Services;;;;;;2014;2014-08-27;;;;60000;;;;CARTE BLANCHE CONSEIL;;75010;75;Hors Bretagne;;;Non disponible;;;;;48.8759734307, 2.36068494701
14112;;Rennes Métropole;;;;Supervision d'équipements de la ligne a du  métro de Rennes;;Services;;;;;;2014;2014-04-07;;;;23700;;;;ASTEK;;35760;35;Ille-et-Vilaine;;;Non disponible;;;;;48.1574437046, -1.69175560497
14270;;Rennes Métropole;;;;"Mise à disposition et à la cession des droits d'exploitation de l'installation de l'exposition  ""La Fabrique des Songes""";;Services;;;;;;2014;2014-12-15;;;;23735;;;;ASSOCIATION LENA D'AZY;;33800;33;Hors Bretagne;;;Non disponible;;;;;44.8579384389, -0.573595011059
12.727C;;Rennes Métropole;;;;Marché subséquent n° 3 à l'accord cadre n° 12.727 - MOE études préliminaires Boulevard des Alliés - Avenue de Belle Fontaine - Route d'Acigné - Analyse des études de modélisation des déplacements;;Services;;;;;;2014;2014-04-12;;;;96997;;;;DEVILLERS ET ASSOCIES SARL/ARTELIA VILLE ET TRANSPORT/E.T.C;;75013;75;Hors Bretagne;;;Non disponible;;;;;48.8283577313, 2.36214011885
14011;;Rennes Métropole;;;;"Construction d'un Centre des Congrès à Rennes - Marché de services d'assurances - Lot 3 : ""Contrat collectif de responsabilité décennale""";;Services;;;;;;2014;2014-11-02;;;;727948;;;;SMABTP;;75739;75;Hors Bretagne;;;Non disponible;;;;;
;;Saint-Brieuc Agglomération;;;;Remplacement de 5 rampes d’accès PMR sur les véhicules VAN HOLL du réseau des Transports Urbains Briochins;;Fournitures;;;;;;2014;2014-04-15;;;;32722;;;;METALIC;;69007;69;Hors Bretagne;;;Non disponible;;;;;45.733324111, 4.83731002266
;;Saint-Brieuc Agglomération;;;;Fourniture, entretien et suivi des pneumatiques du parc de véhicules;;Fournitures;;;;;;2014;2014-02-20;;;;90000;;;;EUROMASTER;;38330;38;Hors Bretagne;;;Non disponible;;;;;45.246730874, 5.82653141673
;;Saint-Brieuc Agglomération;;;;Véhicule léger, catégorie utilitaire moyen;;Fournitures;;;;;;2014;2014-09-25;;;;12666;;;;BERVAS;;22440;22;Côtes d'Armor;;;Non disponible;;;;;48.4956130543, -2.82108365648
2013-90006;;Région Bretagne;;;;PBF Formation qualifiante 2013 Monteur en construction bois lot 4;;Services;MAPA - art 30 - au dessus des seuils;;;;;2013;2013-10-01;245526;;245526;;;;300599123;AFPA DIRECTION REGIONALE BRETAGNE;Titulaire;35208;35;Ille-et-Vilaine;RENNES;10 000 et plus;Grande entreprise;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;
2013-90144;;Région Bretagne;;;;Dispositif de formations : Compétences clés 2013 - Lot 1;;Services;MAPA - art 30 - au dessus des seuils;;;;;2013;2013-01-01;0;;200817;;;;192900710;GRETA BRETAGNE OCCIDENTALE;Titulaire;29104;29;Finistère;PLUGUFFAN;100 à 199;PME;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;
2013-90156;;Région Bretagne;;;;Dispositif de formations : Compétences clés 2013 - Lot 13;;Services;MAPA - art 30 - au dessus des seuils;;;;;2013;2013-01-01;160733;;160733;;;;195600267;GRETA BRETAGNE SUD;Titulaire;56321;56;Morbihan;LORIENT;1 ou 2;Microentreprise;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;
2013-90126;;Région Bretagne;;;;"Impression façonnage affiches ""Fête de la Bretagne""";;Services;Appel d'offres;;;;;2013;2013-03-25;777;;777;;;;589104686;LE COLIBRI IMPRIMEUR;Titulaire;35510;35;Ille-et-Vilaine;CESSON SEVIGNE;10 à 19;PME;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1206278296, -1.59690492956
2013-90167;;Région Bretagne;;;;Marché de formation à l'entretien et à la maintenance des installations électriques;;Services;MAPA - art 30 - en dessous des seuils;;;;;2013;2013-05-04;27720;;27720;;;;419671425;APAVE NORD OUEST SAS;Titulaire;59000;59;Hors Bretagne;LILLE;Non disponible;Non disponible;7120;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;50.6319195692, 3.04708687186
2013-90123;;Région Bretagne;;;;retranscription des débats du Conseil Régional, du Conseil Economique, Social et Environnemental Régional, du Conseil culturel et de réunions ponctuelles organisées par la Région Bretagne;;Services;MAPA - art 28;;;;;2013;2013-04-15;58782;;58782;;;;397930546;RESUMEMO;Titulaire;44220;44;Hors Bretagne;COUERON;1 ou 2;Microentreprise;7311;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;47.230492836, -1.73028941593
2013-90181;;Région Bretagne;;;;BATIMENTS DEMONTABLES - CONCARNEAU;;Fournitures;Appel d'offres;;;;;2013;2013-05-21;0;;414038;;;;341047660;FOISNET FRANCOIS SA MACONNERIE;Sous-traitant;53120;53;Hors Bretagne;GORRON;50 à 99;PME;4399;CONSTRUCTION;Construction;Construction;48.4100282954, -0.83191899819
2013-90206;;Région Bretagne;;;;Aménagement des bureaux et reconstruction de l'atelier de l'antenne portuaire de Brest - LOT 10 peinture, revêtements muraux;;Travaux;MAPA - art 28;;;;;2013;2013-05-27;53028;;53028;;;;636720120;ENTREPRISE MARC SA;Titulaire;29228;29;Finistère;Non disponible;500 à 999;ETI;4312;CONSTRUCTION;Construction;Construction;
2013-90225;;Région Bretagne;;;;PRS 2013-2014-lot n° 2-Eco concepteur-trice du paysage;;Services;Appel d'offres;;;;;2013;2013-06-24;192576;;192576;;;;777698143;MAISON FAMILIALE CTRE FORM HORTICOLE;Titulaire;35760;35;Ille-et-Vilaine;ST-GREGOIRE;20 à 49;PME;8532;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;48.1574437046, -1.69175560497
2013-90309;;Région Bretagne;;;;Port de Saint-Malo - Réhabilitation des quais en maçonnerie 2ème et 3ème tranches;;Travaux;MAPA - art 28;;;;;2013;2013-07-22;1682602;;1682602;;;;394453237;TECHN ETUDE TRAVAUX INTERV SUBAQUATIQU;Titulaire;85170;85;Hors Bretagne;BELLEVILLE SUR VIE;Non disponible;Non disponible;4291;CONSTRUCTION;Construction;Construction;46.803170613, -1.45953412091
2013-90227;;Région Bretagne;;;;PRS 2013-2014-lot n° 10-Technico-commercial-e de l’industrie et des services nautiques;;Services;Appel d'offres;;;;;2013;2013-06-08;0;;212182;;;;510090707;CAP JEAN PAUL;Sous-traitant;29730;29;Finistère;TREFFIAGAT;Non disponible;Non disponible;8559;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;47.80414483, -4.26610695
2013-90341;;Région Bretagne;;;;Réalisation de diagnostics expertises d'entreprises touristiques en Bretagne 2013-2015;;Services;Appel d'offres;;;;;2013;2013-08-22;295843;;295843;;;;347729618;SARL HA CONSEILS;Titulaire;43290;43;Hors Bretagne;SAINT-BONNET-LE-FROID;0;Sans salarié;7022;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;45.1673455076, 4.34679652069
2013-90406;;Région Bretagne;;;;Réalisation d'un guide tarifs et services pour le TER Bretagne - Marché subséquent;;Services;MAPA - art 28;;;;;2013;2013-10-10;7923;;7923;;;;311221105;LM YOUNG ET RUBICAM;Titulaire;44100;44;Hors Bretagne;NANTES;50 à 99;PME;7311;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;47.2321830557, -1.54780684906
2013-90451;;Région Bretagne;;;;IMPRESSION LOT 1 : PLAQUETTE PATRIMOINE 28 PAGES;;Services;MAPA - art 28;;;;;2013;2013-10-22;1935;;1935;;;;589104686;LE COLIBRI IMPRIMEUR;Titulaire;35510;35;Ille-et-Vilaine;CESSON SEVIGNE;10 à 19;PME;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1206278296, -1.59690492956
2013-90460;;Région Bretagne;;;;Port de Saint Malo - Réhabilitation des quais en maçonnerie Musoir du quai du Bajoyer;;Travaux;MAPA - art 28;;;;;2013;2013-11-19;0;;449786;;;;320116916;ETPO;Co-traitant;44100;44;Hors Bretagne;NANTES;250 à 499;ETI;4213;CONSTRUCTION;Construction;Construction;47.2321830557, -1.54780684906
2013-90471;;Région Bretagne;;;;Plan Professionnalisation acteurs animation de la Polititique Régionale de Formation des Personnes Handicapées;;Services;MAPA - art 30 - en dessous des seuils;;;;;2013;2013-11-25;39653;;39653;;;;398840553;ADEO CONSEIL;Mandataire;94300;94;Hors Bretagne;VINCENNES;3 à 5 salariés;Microentreprise;7022;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.8472921582, 2.43775823084
2013-90385;;Région Bretagne;;;;DRIP 2013-2014 - Lot POP 02 -  Plate-forme d'Orientation Professionnelle;;Services;MAPA - art 30 - au dessus des seuils;;;;;2013;2013-01-01;242406;;242406;;;;415012475;AMISEP;Titulaire;56300;56;Morbihan;PONTIVY;500 à 999;ETI;8790;SANTÉ HUMAINE ET ACTION SOCIALE;Santé humaine et action sociale;Tertiaire non marchand;48.0841906584, -2.98247941695
2013-90040;;Région Bretagne;;;;Accompagnement des jeunes bretons dans la construction de leurs projets collectifs de solidarité internationale;;Services;MAPA - art 28;;;;;2013;2013-01-14;0;;41130;;;;380791053;RESIA RESEAU SOLIDARITES INTERNATIONALES ARMOR;Co-traitant;22000;22;Côtes d'Armor;Non disponible;Non disponible;Non disponible;9499;AUTRES ACTIVITÉS DE SERVICES;Services;Tertiaire marchand;48.5146037386, -2.76180979127
2013-90045;;Région Bretagne;;;;IMPRESSION LOT 1 : AFFICHE CIBLE MAISONS DE LA FORMATION PROFESSIONNELLE;;Services;MAPA - art 28;;;;;2013;2013-01-16;293;;293;;;;320281447;MEDIA GRAPHIC IMPRIMERIE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;Non disponible;Non disponible;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1116364246, -1.6816378334
2013-90141;;Région Bretagne;;;;FOURNITURES ET PERSONNALISATION DE 2 TYPES DE DISPOSITIFS DE VOILES EVENEMENTIELLES;;Fournitures;MAPA - art 28;;;;;2013;2013-11-04;8312;;8312;;;;394238588;MATCH PRODUCTION CREATION SARL;Titulaire;35650;35;Ille-et-Vilaine;LE RHEU CEDEX;10 à 19;PME;1813;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.0975609665, -1.78120048308
2013-90137;;Région Bretagne;;;;Port de LORIENT - Evacuation des terres polluées - 8 bd Jacques Cartier;;Travaux;MAPA - art 28;;;;;2013;2013-04-25;0;;220495;;;;866500481;SOTRAMA SA;Sous-traitant;56100;56;Morbihan;LORIENT;50 à 99;PME;4941;TRANSPORTS ET ENTREPOSAGE;Transports et entreposage;Tertiaire marchand;47.7501619572, -3.37871159231
2013-90175;;Région Bretagne;;;;Port Lorient-Plan gestion opérationnelle des dragages;;Services;MAPA - art 28;;;;;2013;2013-05-13;29625;;29625;;;;542016654;SOCOTEC FRANCE;Mandataire;37390;37;Hors Bretagne;Non disponible;2 000 à 4 999;ETI;7120;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;47.4694121661, 0.658891843594
2013-90194;;Région Bretagne;;;;"coordination du dispositif régional d'éducation à l'image intitulé ""Lycéens et apprentis au cinéma""";;Services;MAPA - art 30 - en dessous des seuils;;;;;2013;2013-05-21;192952;;192952;;;;350988945;ASS CLAIR OBSCUR;Titulaire;35000;35;Ille-et-Vilaine;RENNES;6 à 9 salariés;Microentreprise;9499;AUTRES ACTIVITÉS DE SERVICES;Services;Tertiaire marchand;48.1116364246, -1.6816378334
2013-90208;;Région Bretagne;;;;Impression lot 1 Panoramiques 28;;Services;MAPA - art 28;;;;;2013;2013-05-27;2055;;2055;;;;589104686;LE COLIBRI IMPRIMEUR;Titulaire;35510;35;Ille-et-Vilaine;CESSON SEVIGNE;10 à 19;PME;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1206278296, -1.59690492956
2013-90293;;Région Bretagne;;;;Coordination SPS - Réhabilitation des quais en maçonnerie - Musoir du quai du Bajoyer - SAINT MALO;;Services;MAPA - art 28;;;;;2013;2013-07-18;2997;;2997;;;;542016654;SOCOTEC AGENCE DE ST MALO;Titulaire;35400;35;Ille-et-Vilaine;SAINT MALO;2 000 à 4 999;ETI;7120;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.6399039698, -1.9807980796
2013-90330;;Région Bretagne;;;;OBJETS PROMOS LOT 1 : ACQUISITION DE STYLOS BILLES GENERIQUES ET OLYMPIADES DES METIERS;;Fournitures;MAPA - art 28;;;;;2013;2013-07-29;7361;;7361;;;;409120391;ADEGEM LA FIBRE VERTE;Titulaire;54250;54;Hors Bretagne;Non disponible;1 ou 2;Microentreprise;5819;INFORMATION ET COMMUNICATION;Information et communication;Tertiaire marchand;48.7208958614, 6.122323287
2013-90378;;Région Bretagne;;;;OBJETS PROMOS : ACQUISITION DE PLAQUES ALTUGLAS CINEMAS;;Fournitures;MAPA - art 28;;;;;2013;2013-08-20;2501;;2501;;;;423500529;AD HOC MEDIA;Titulaire;44301;44;Hors Bretagne;NANTES CEDEX 3;10 à 19;PME;1813;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;
2013-90361;;Région Bretagne;;;;ACHAT DE PLACES DE FOOTBALL SAISON 2013 2014;;Services;Achat direct;;;;;2013;2013-03-09;44356;;44356;;;;344366232;STADE RENNAIS FOOTBALL CLUB;Titulaire;35000;35;Ille-et-Vilaine;RENNES;100 à 199;PME;9312;ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES;Arts, spectacles et activités récréatives;Tertiaire non marchand;48.1116364246, -1.6816378334
2013-90410;;Région Bretagne;;;;Accueil effectifs supplémentaires adaptation des locaux libérés par l'ancien service de restauration;;Services;MAPA - art 28;;;;;2013;2013-11-09;28014;;28014;;;;349535617;CERUR;Mandataire;35204;35;Ille-et-Vilaine;RENNES CEDEX 2;10 à 19;PME;7320;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;
2013-90377;;Région Bretagne;;;;IMPRESSION LOT 1 : AFFICHES ET CARTONS INVITATION COUP DE JEUNE SUR LE PATRIMOINE;;Fournitures;MAPA - art 28;;;;;2013;2013-09-23;568;;568;;;;320281447;MEDIA GRAPHIC IMPRIMERIE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;Non disponible;Non disponible;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.1116364246, -1.6816378334
2013-90435;;Région Bretagne;;;;Accompagnement des services de restauration collective des lycées publics pour l’intégration de denrées alimentaires en circuits courts issues de l’agriculture biologique;;Services;MAPA - art 28;;;;;2013;2013-09-27;0;;90354;;;;418832978;GROUPEMENT DES AGRICULTEURS BIOLOGIQUE;Co-traitant;56390;56;Morbihan;LOCQUELTAS;6 à 9 salariés;Microentreprise;9499;AUTRES ACTIVITÉS DE SERVICES;Services;Tertiaire marchand;47.7748700916, -2.83665488013
2013-90417;;Région Bretagne;;;;Maintenance préventive et corrective du mur d'eau (Hôtel de Courcy);;Services;MAPA - art 28;;;;;2013;2013-10-14;6647;;6647;;;;533485983;EDEN ET EAU;Titulaire;35135;35;Ille-et-Vilaine;CHANTEPIE;Non disponible;Non disponible;4399;CONSTRUCTION;Construction;Construction;48.0823134568, -1.60390327167
2013-90445;;Région Bretagne;;;;ESPACES ELEVES (AMENAGEMENT D'UNE SALLE DE TP SCIENCES);;Travaux;MAPA - art 28;;;;;2013;2013-06-11;2660;;2660;;;;443423058;GUERIN FLUIDES SERVICES;Titulaire;35133;35;Ille-et-Vilaine;LANDEAN;20 à 49;PME;4322;CONSTRUCTION;Construction;Construction;48.3599647828, -1.18901816766
2013-90493;;Région Bretagne;;;;Développement du port de Brest - Prestations d'accompagnement du maître d'ouvrage en comité de suivi des dragages;;Services;MAPA - art 28;;;;;2013;2013-06-12;5812;;5812;;;;421970427;SAS ACTIMAR;Titulaire;29200;29;Finistère;BREST;20 à 49;PME;7490;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.3998970513, -4.5026725313
2013-90225;;Région Bretagne;;;;PRS 2013-2014-lot n° 2-Eco concepteur-trice du paysage;;Services;Appel d'offres;;;;;2013;2013-06-24;0;;192576;;;;804694495;ECO'LOGIC;Sous-traitant;59100;59;Hors Bretagne;ROUBAIX;Non disponible;Non disponible;7112;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;50.6882121889, 3.18169732773
2013-90225;;Région Bretagne;;;;PRS 2013-2014-lot n° 2-Eco concepteur-trice du paysage;;Services;Appel d'offres;;;;;2013;2013-06-24;0;;192576;;;;422273524;AUBEPINE;Sous-traitant;35000;35;Ille-et-Vilaine;RENNES;Non disponible;Non disponible;7112;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.1116364246, -1.6816378334
2013-90276;;Région Bretagne;;;;réalisation du bilan carbone;;Services;Achat direct;;;;;2013;2013-08-07;13370;;13370;;;;Non disponible;AWARENESS;Titulaire;99999;99;Hors Bretagne;BRUXELLES;Non disponible;Non disponible;7022;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;
2013-90227;;Région Bretagne;;;;PRS 2013-2014-lot n° 10-Technico-commercial-e de l’industrie et des services nautiques;;Services;Appel d'offres;;;;;2013;2013-06-08;0;;212182;;;;420578858;LOUEDEC OLIVIER;Sous-traitant;29900;29;Finistère;CONCARNEAU;0;Sans salarié;8299;ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN;Services;Tertiaire marchand;47.8961173122, -3.9073816698
2013-90302;;Région Bretagne;;;;PBF 2013-14 Lot n° 3 Animateur polyvalent;;Services;Appel d'offres;;;;;2013;2013-07-08;237124;;237124;;;;130013972;CAMPUS DE L EXCELLENCE SPORTIVE DE BRETAGNE;Titulaire;35802;35;Ille-et-Vilaine;DINARD CEDEX;10 à 19;PME;8551;ENSEIGNEMENT;Administration publique/enseignement;Tertiaire non marchand;
2013-90458;;Région Bretagne;;;;MARCHE D'EVALUATIONS EX ANTE ET STRATEGIQUE ENVIRONNEMENTALE DU PROGRAMME EUTOPEN FEADER POUR LA REGION BRETAGNE - Lot 2;;Services;MAPA - art 28;;;;;2013;2013-08-13;88185;;88185;;;;449142348;ERNST ET YOUNG ET ASSOCIES;Titulaire;92400;92;Hors Bretagne;COURBEVOIE;2 000 à 4 999;ETI;6920;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.8983884255, 2.25522376319
2013-90319;;Région Bretagne;;;;Port de Saint Malo - Ecluse du Naye - Modernisation des appareils de manoeuvre de la porte amont;;Travaux;MAPA - art 28;;;;;2013;2013-08-22;0;;851295;;;;311248033;BATIMENT MODERNE BRETON;Sous-traitant;22440;22;Côtes d'Armor;PLOUFRAGAN;20 à 49;PME;4399;CONSTRUCTION;Construction;Construction;48.4956130543, -2.82108365648
2013-90340;;Région Bretagne;;;;Etude d'environnement portant sur le patrimoine arboré des voies navigables;;Services;MAPA - art 28;;;;;2013;2013-04-09;67692;;67692;;;;478807993;AAPA INGENIERIE VEGETALE;Titulaire;33710;33;Hors Bretagne;PRIGNAC ET MARCAMPS;3 à 5 salariés;Microentreprise;7112;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;45.0625435802, -0.557284845393
2013-90431;;Région Bretagne;;;;Mise en oeuvre de stratégie de communication de vir volt ma maison;;Fournitures;Achat direct;;;;;2013;2013-12-09;16161;;16161;;;;353267248;CYAN 100 COMMUNICATION;Titulaire;22360;22;Côtes d'Armor;LANGUEUX;6 à 9 salariés;Microentreprise;1812;INDUSTRIE MANUFACTURIÈRE;Industries;Industries;48.5000567544, -2.71042685567
2013-90459;;Région Bretagne;;;;Etude régionale d'état des lieux et d'analyse de l'organisation des ressources techniques mobilisées en Bretagne pour la gestion des eaux et des milieux aquatiques;;Services;MAPA - art 28;;;;;2013;2013-08-11;0;;241634;;;;493418610;CALIA CONSEIL;Titulaire;75013;75;Hors Bretagne;PARIS 13;20 à 49;PME;7022;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES;Etudes, conseil;Tertiaire marchand;48.8283577313, 2.36214011885
